YEAR,TEAM NO1,TEAM1,SEED1,CURRENT ROUND,TEAM NO2,TEAM2,SEED2,DUNKS FG%1,DUNKS FG%2,WINNER
2010,193,Butler,5,2,188,Duke,1,91.5,83.0,1.0
2009,107,Louisville,1,64,97,Morehead St.,16,,,0.0
2009,92,Ohio St.,8,64,84,Siena,9,,,1.0
2009,75,Utah,5,64,127,Arizona,12,,,1.0
2009,71,Wake Forest,4,64,117,Cleveland St.,13,,,1.0
2009,69,West Virginia,6,64,114,Dayton,11,,,1.0
2009,108,Kansas,3,64,94,North Dakota St.,14,,,0.0
2009,124,Boston College,7,64,76,USC,10,,,1.0
2009,101,Michigan St.,2,64,85,Robert Morris,15,,,0.0
2009,116,Connecticut,1,64,119,Chattanooga,16,,,0.0
2009,122,BYU,8,64,78,Texas A&M,9,,,1.0
2009,87,Purdue,5,64,93,Northern Iowa,12,,,0.0
2009,70,Washington,4,64,99,Mississippi St.,13,,,0.0
2009,105,Marquette,6,64,74,Utah St.,11,,,0.0
2009,98,Missouri,3,64,115,Cornell,14,,,0.0
2009,120,California,7,64,104,Maryland,10,,,1.0
2009,103,Memphis,2,64,121,Cal St. Northridge,15,,,0.0
2009,89,Pittsburgh,1,64,112,East Tennessee St.,16,,,0.0
2009,90,Oklahoma St.,8,64,80,Tennessee,9,,,0.0
2009,111,Florida St.,5,64,67,Wisconsin,12,,,1.0
2009,66,Xavier,4,64,88,Portland St.,13,,,0.0
2009,77,UCLA,6,64,73,VCU,11,,,0.0
2009,72,Villanova,3,64,128,American,14,,,0.0
2009,79,Texas,7,64,100,Minnesota,10,,,0.0
2009,113,Duke,2,64,125,Binghamton,15,,,0.0
2009,95,North Carolina,1,64,86,Radford,16,,,0.0
2009,106,LSU,8,64,123,Butler,9,,,0.0
2009,109,Illinois,5,64,68,Western Kentucky,12,,,1.0
2009,110,Gonzaga,4,64,130,Akron,13,,,0.0
2009,126,Arizona St.,6,64,81,Temple,11,,,0.0
2009,82,Syracuse,3,64,83,Stephen F. Austin,14,,,0.0
2009,118,Clemson,7,64,102,Michigan,10,,,1.0
2009,91,Oklahoma,2,64,96,Morgan St.,15,,,0.0
2009,107,Louisville,1,32,84,Siena,9,,,0.0
2009,127,Arizona,12,32,117,Cleveland St.,13,,,0.0
2009,114,Dayton,11,32,108,Kansas,3,,,1.0
2009,76,USC,10,32,101,Michigan St.,2,,,1.0
2009,116,Connecticut,1,32,78,Texas A&M,9,,,0.0
2009,87,Purdue,5,32,70,Washington,4,,,0.0
2009,105,Marquette,6,32,98,Missouri,3,,,1.0
2009,104,Maryland,10,32,103,Memphis,2,,,1.0
2009,89,Pittsburgh,1,32,90,Oklahoma St.,8,,,0.0
2009,67,Wisconsin,12,32,66,Xavier,4,,,1.0
2009,77,UCLA,6,32,72,Villanova,3,,,1.0
2009,79,Texas,7,32,113,Duke,2,,,1.0
2009,95,North Carolina,1,32,106,LSU,8,,,0.0
2009,68,Western Kentucky,12,32,110,Gonzaga,4,,,1.0
2009,126,Arizona St.,6,32,82,Syracuse,3,,,1.0
2009,102,Michigan,10,32,91,Oklahoma,2,,,1.0
2009,107,Louisville,1,16,127,Arizona,12,,,0.0
2009,108,Kansas,3,16,101,Michigan St.,2,,,1.0
2009,116,Connecticut,1,16,87,Purdue,5,,,0.0
2009,98,Missouri,3,16,103,Memphis,2,,,0.0
2009,89,Pittsburgh,1,16,66,Xavier,4,,,0.0
2009,72,Villanova,3,16,113,Duke,2,,,0.0
2009,95,North Carolina,1,16,110,Gonzaga,4,,,0.0
2009,82,Syracuse,3,16,91,Oklahoma,2,,,1.0
2009,107,Louisville,1,8,101,Michigan St.,2,,,1.0
2009,116,Connecticut,1,8,98,Missouri,3,,,0.0
2009,89,Pittsburgh,1,8,72,Villanova,3,,,1.0
2009,95,North Carolina,1,8,91,Oklahoma,2,,,0.0
2009,101,Michigan St.,2,4,116,Connecticut,1,,,0.0
2009,72,Villanova,3,4,95,North Carolina,1,,,1.0
2009,101,Michigan St.,2,2,95,North Carolina,1,,,1.0
2008,31,North Carolina,1,64,32,Mount St. Mary's,16,,,0.0
2008,44,Indiana,8,64,63,Arkansas,9,,,1.0
2008,30,Notre Dame,5,64,48,George Mason,12,,,0.0
2008,6,Washington St.,4,64,3,Winthrop,13,,,0.0
2008,29,Oklahoma,6,64,23,Saint Joseph's,11,,,0.0
2008,39,Louisville,3,64,59,Boise St.,14,,,0.0
2008,58,Butler,7,64,19,South Alabama,10,,,0.0
2008,16,Tennessee,2,64,65,American,15,,,0.0
2008,43,Kansas,1,64,25,Portland St.,16,,,0.0
2008,11,UNLV,8,64,41,Kent St.,9,,,0.0
2008,55,Clemson,5,64,7,Villanova,12,,,1.0
2008,8,Vanderbilt,4,64,20,Siena,13,,,1.0
2008,10,USC,6,64,42,Kansas St.,11,,,1.0
2008,2,Wisconsin,3,64,56,Cal St. Fullerton,14,,,0.0
2008,45,Gonzaga,7,64,51,Davidson,10,,,1.0
2008,47,Georgetown,2,64,12,UMBC,15,,,0.0
2008,37,Memphis,1,64,9,UT Arlington,16,,,0.0
2008,34,Mississippi St.,8,64,27,Oregon,9,,,0.0
2008,35,Michigan St.,5,64,17,Temple,12,,,0.0
2008,26,Pittsburgh,4,64,28,Oral Roberts,13,,,0.0
2008,38,Marquette,6,64,40,Kentucky,11,,,0.0
2008,18,Stanford,3,64,52,Cornell,14,,,0.0
2008,36,Miami FL,7,64,22,Saint Mary's,10,,,0.0
2008,15,Texas,2,64,62,Austin Peay,15,,,0.0
2008,13,UCLA,1,64,33,Mississippi Valley St.,16,,,0.0
2008,57,BYU,8,64,14,Texas A&M,9,,,1.0
2008,50,Drake,5,64,4,Western Kentucky,12,,,1.0
2008,54,Connecticut,4,64,21,San Diego,13,,,1.0
2008,24,Purdue,6,64,61,Baylor,11,,,0.0
2008,1,Xavier,3,64,46,Georgia,14,,,0.0
2008,5,West Virginia,7,64,64,Arizona,10,,,0.0
2008,49,Duke,2,64,60,Belmont,15,,,0.0
2008,31,North Carolina,1,32,63,Arkansas,9,,,0.0
2008,30,Notre Dame,5,32,6,Washington St.,4,,,1.0
2008,29,Oklahoma,6,32,39,Louisville,3,,,1.0
2008,58,Butler,7,32,16,Tennessee,2,,,1.0
2008,43,Kansas,1,32,11,UNLV,8,,,0.0
2008,7,Villanova,12,32,20,Siena,13,,,0.0
2008,42,Kansas St.,11,32,2,Wisconsin,3,,,1.0
2008,51,Davidson,10,32,47,Georgetown,2,,,0.0
2008,37,Memphis,1,32,34,Mississippi St.,8,,,0.0
2008,35,Michigan St.,5,32,26,Pittsburgh,4,,,0.0
2008,38,Marquette,6,32,18,Stanford,3,,,1.0
2008,36,Miami FL,7,32,15,Texas,2,,,1.0
2008,13,UCLA,1,32,14,Texas A&M,9,,,0.0
2008,4,Western Kentucky,12,32,21,San Diego,13,,,0.0
2008,24,Purdue,6,32,1,Xavier,3,,,1.0
2008,5,West Virginia,7,32,49,Duke,2,,,0.0
2008,31,North Carolina,1,16,6,Washington St.,4,,,0.0
2008,39,Louisville,3,16,16,Tennessee,2,,,0.0
2008,43,Kansas,1,16,7,Villanova,12,,,0.0
2008,2,Wisconsin,3,16,51,Davidson,10,,,1.0
2008,37,Memphis,1,16,35,Michigan St.,5,,,0.0
2008,18,Stanford,3,16,15,Texas,2,,,1.0
2008,13,UCLA,1,16,4,Western Kentucky,12,,,0.0
2008,1,Xavier,3,16,5,West Virginia,7,,,0.0
2008,31,North Carolina,1,8,39,Louisville,3,,,0.0
2008,43,Kansas,1,8,51,Davidson,10,,,0.0
2008,37,Memphis,1,8,15,Texas,2,,,0.0
2008,13,UCLA,1,8,1,Xavier,3,,,0.0
2008,31,North Carolina,1,4,43,Kansas,1,,,1.0
2008,37,Memphis,1,4,13,UCLA,1,,,0.0
2008,43,Kansas,1,2,37,Memphis,1,,,0.0
